id_symbol_primary,id_protein_name,id_geneID,chromosome,start,end,strand
FAM240B,family with sequence similarity 240 member B,110806297,9,38694266,38720133,-
CNTNAP3,contactin associated protein family member 3,79937,9,39064710,39288167,-
SPATA31A1,SPATA31 subfamily A member 1,647060,9,39355667,39361962,+
FOXD4L6,forkhead box D4 like 6,653404,9,41126435,41128681,-
CBWD6,COBW domain containing 6,644019,9,41131309,41198865,-
CNTNAP3B,contactin associated protein family member 3B,728577,9,41890536,42129426,-
SPATA31A6,SPATA31 subfamily A member 6,389730,9,42183659,42189887,+
SPATA31A5,SPATA31 subfamily A member 5,727905,9,60914372,60920653,+
SPATA31A7,SPATA31 subfamily A member 7,26165,9,61190036,61196280,+
CNTNAP3C,NA,100289279,9,61330592,61461350,+
FOXD4L5,forkhead box D4 like 5,653427,9,65282101,65285209,-
CBWD5,COBW domain containing 5,220869,9,65666374,65734041,+
FOXD4L4,forkhead box D4 like 4,349334,9,65737146,65738396,+
ZNF658,zinc finger protein 658,26149,9,66900725,66932141,+
SPATA31A3,SPATA31 subfamily A member 3,727830,9,66986304,66992550,-
ANKRD20A1,ankyrin repeat domain 20 family member A1,84210,9,67858931,67902394,+
CBWD3,COBW domain containing 3,445571,9,68241866,68300035,+
FOXD4L3,forkhead box D4 like 3,286380,9,68302867,68305084,+
PGM5,phosphoglucomutase 5,5239,9,68356584,68531061,+
TMEM252,transmembrane protein 252,169693,9,68536580,68540883,-
PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta,8395,9,68705240,69009176,+
PABIR1,PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1,116224,9,68780065,68785566,+
PRKACG,protein kinase cAMP-activated catalytic subunit gamma,5568,9,69012504,69014113,-
FXN,frataxin,2395,9,69035752,69079076,+
TJP2,tight junction protein 2,9414,9,69121006,69255208,+
FAM189A2,family with sequence similarity 189 member A2,9413,9,69324567,69392461,+
APBA1,amyloid beta precursor protein binding family A member 1,320,9,69427532,69673012,-
PTAR1,protein prenyltransferase alpha subunit repeat containing 1,375743,9,69709525,69760044,-
CFAP95,cilia and flagella associated protein 95,138255,9,69820804,69906237,+
MAMDC2,MAM domain containing 2,256691,9,70043581,70226972,+
SMC5,structural maintenance of chromosomes 5,23137,9,70258962,70354873,+
KLF9,Kruppel like factor 9,687,9,70384604,70414657,-
TRPM3,transient receptor potential cation channel subfamily M member 3,80036,9,70529060,71446971,-
CEMIP2,cell migration inducing hyaluronidase 2,23670,9,71683366,71769532,-
ABHD17B,abhydrolase domain containing 17B-2C depalmitoylase,51104,9,71862452,71911536,-
GDA,guanine deaminase,9615,9,72114595,72256045,+
ZFAND5,zinc finger AN1-type containing 5,7763,9,72351413,72365208,-
TMC1,transmembrane channel like 1,117531,9,72521608,72838297,+
ALDH1A1,aldehyde dehydrogenase 1 family member A1,216,9,72900671,72953053,-
ANXA1,annexin A1,301,9,73151865,73170393,+
RORB,RAR related orphan receptor B,6096,9,74497335,74693177,+
TRPM6,transient receptor potential cation channel subfamily M member 6,140803,9,74722495,74887921,-
CARNMT1,carnosine N-methyltransferase 1,138199,9,74980790,75028456,-
NMRK1,nicotinamide riboside kinase 1,54981,9,75060577,75088319,-
OSTF1,osteoclast stimulating factor 1,26578,9,75088480,75147265,+
PCSK5,proprotein convertase subtilisin/kexin type 5,5125,9,75890646,76362975,+
RFK,riboflavin kinase,55312,9,76385526,76394426,-
GCNT1,glucosaminyl (N-acetyl) transferase 1,2650,9,76441666,76507416,+
PRUNE2,prune homolog 2 with BCH domain,158471,9,76611376,76906220,-
FOXB2,forkhead box B2,442425,9,77019655,77020953,+
VPS13A,vacuolar protein sorting 13 homolog A,23230,9,77177534,77421537,+
GNA14,G protein subunit alpha 14,9630,9,77423079,77648322,-
GNAQ,G protein subunit alpha q,2776,9,77716097,78031811,-
CEP78,centrosomal protein 78,84131,9,78236075,78279690,+
PSAT1,phosphoserine aminotransferase 1,29968,9,78297125,78330093,+
TLE4,TLE family member 4-2C transcriptional corepressor,7091,9,79571965,79726882,+
TLE1,TLE family member 1-2C transcriptional corepressor,7088,9,81583683,81689547,-
SPATA31D4,SPATA31 subfamily D member 4,389761,9,81928428,81934998,+
SPATA31D3,SPATA31 subfamily D member 3,389762,9,81943500,81950093,+
SPATA31D1,SPATA31 subfamily D member 1,389763,9,81987405,81995256,+
RASEF,RAS and EF-hand domain containing,158158,9,82979589,83063172,-
FRMD3,FERM domain containing 3,257019,9,83242992,83585797,-
IDNK,IDNK gluconokinase,414328,9,83622324,83644128,+
UBQLN1,ubiquilin 1,29979,9,83659968,83707979,-
GKAP1,G kinase anchoring protein 1,80318,9,83739421,83817769,-
KIF27,kinesin family member 27,55582,9,83832795,83921544,-
HNRNPK,heterogeneous nuclear ribonucleoprotein K,3190,9,83968083,83980630,-
RMI1,RecQ mediated genome instability 1,80010,9,83980359,84004074,+
SLC28A3,solute carrier family 28 member 3,64078,9,84273123,84368727,-
NTRK2,neurotrophic receptor tyrosine kinase 2,4915,9,84668458,85027070,+
AGTPBP1,ATP/GTP binding carboxypeptidase 1,23287,9,85546539,85742029,-
"NAA35",N-alpha-acetyltransferase 35-2C NatC auxiliary subunit,60560,9,85941142,86026355,+
GOLM1,golgi membrane protein 1,51280,9,86026146,86100149,-
ISCA1,iron-sulfur cluster assembly 1,81689,9,86264546,86282538,-
TUT7,terminal uridylyl transferase 7,79670,9,86287733,86354497,-
GAS1,growth arrest specific 1,2619,9,86944362,86947506,-
DAPK1,death associated protein kinase 1,1612,9,87497228,87708634,+
CTSL,cathepsin L,1514,9,87726119,87731469,+
SPATA31E1,SPATA31 subfamily E member 1,286234,9,87882877,87888903,+
SPATA31C1,SPATA31 subfamily C member 1,441452,9,87913936,87923657,+
CDK20,cyclin dependent kinase 20,23552,9,87966441,87974708,-
SPATA31C2,SPATA31 subfamily C member 2,645961,9,88129305,88138475,-
SPIN1,spindlin 1,10927,9,88388444,88478694,+
NXNL2,nucleoredoxin like 2,158046,9,88535088,88584510,+
S1PR3,sphingosine-1-phosphate receptor 3,1903,9,88990863,89005155,+
SHC3,SHC adaptor protein 3,53358,9,89005771,89178818,-
CKS2,CDC28 protein kinase regulatory subunit 2,1164,9,89311195,89316703,+
SECISBP2,SECIS binding protein 2,79048,9,89318500,89367117,+
SEMA4D,semaphorin 4D,10507,9,89360787,89498113,-
GADD45G,growth arrest and DNA damage inducible gamma,10912,9,89605009,89606555,+
DIRAS2,DIRAS family GTPase 2,54769,9,90609832,90642824,-
SYK,spleen associated tyrosine kinase,6850,9,90801600,90898549,+
AUH,AU RNA binding methylglutaconyl-CoA hydratase,549,9,91213823,91361945,-
NFIL3,nuclear factor-2C interleukin 3 regulated,4783,9,91409045,91425063,-
ROR2,receptor tyrosine kinase like orphan receptor 2,4920,9,91722598,91950228,-
SPTLC1,serine palmitoyltransferase long chain base subunit 1,10558,9,92031141,92115413,-
IARS1,isoleucyl-tRNA synthetase 1,3376,9,92210207,92293697,-
NOL8,nucleolar protein 8,55035,9,92297358,92325994,-
CENPP,centromere protein P,401541,9,92325457,92620529,+
OGN,osteoglycin,4969,9,92383268,92404699,-
OMD,osteomodulin,4958,9,92412380,92424471,-
ASPN,asporin,54829,9,92456205,92482506,-
ECM2,extracellular matrix protein 2,1842,9,92493547,92536841,-
IPPK,inositol-pentakisphosphate 2-kinase,64768,9,92613183,92670259,-
BICD2,BICD cargo adaptor 2,23299,9,92711363,92764841,-
ZNF484,zinc finger protein 484,83744,9,92844182,92878060,-
FGD3,FYVE-2C RhoGEF and PH domain containing 3,89846,9,92947523,93036236,+
SUSD3,sushi domain containing 3,203328,9,93058701,93085138,+
CARD19,caspase recruitment domain family member 19,84270,9,93096217,93113283,+
NINJ1,ninjurin 1,4814,9,93121496,93134304,-
WNK2,WNK lysine deficient protein kinase 2,65268,9,93184139,93327581,+
FAM120AOS,family with sequence similarity 120A opposite strand,158293,9,93443332,93453601,-
FAM120A,family with sequence similarity 120A,23196,9,93451685,93566112,+
PHF2,PHD finger protein 2,5253,9,93576584,93679587,+
BARX1,BARX homeobox 1,56033,9,93951627,93955355,-
PTPDC1,protein tyrosine phosphatase domain containing 1,138639,9,94029031,94109856,+
ZNF169,zinc finger protein 169,169841,9,94259298,94303967,+
NUTM2F,NUT family member 2F,54754,9,94318198,94328644,-
MFSD14B,major facilitator superfamily domain containing 14B,84641,9,94374327,94461042,+
FBP2,fructose-bisphosphatase 2,8789,9,94558720,94593824,-
FBP1,fructose-bisphosphatase 1,2203,9,94603133,94640263,-
AOPEP,aminopeptidase O (putative),84909,9,94726669,95148264,+
FANCC,FA complementation group C,2176,9,95099054,95317730,-
PTCH1,patched 1,5727,9,95442980,95516971,-
ERCC6L2,ERCC excision repair 6 like 2,375748,9,95875632,96041092,+
HSD17B3,hydroxysteroid 17-beta dehydrogenase 3,3293,9,96235306,96313987,-
SLC35D2,solute carrier family 35 member D2,11046,9,96313437,96383711,-
ZNF367,zinc finger protein 367,195828,9,96385941,96418639,-
HABP4,hyaluronan binding protein 4,22927,9,96450162,96491336,+
CDC14B,cell division cycle 14B,8555,9,96492743,96619843,-
PRXL2C,peroxiredoxin like 2C,195827,9,96639577,96655331,-
ZNF510,zinc finger protein 510,22869,9,96754553,96778549,-
ZNF782,zinc finger protein 782,158431,9,96815628,96876698,-
NUTM2G,NUT family member 2G,441457,9,96928843,96942971,+
CTSV,cathepsin V,1515,9,97029677,97039643,-
CCDC180,coiled-coil domain containing 180,100499483,9,97307337,97378751,+
TDRD7,tudor domain containing 7,23424,9,97412096,97496125,+
TMOD1,tropomodulin 1,7111,9,97501180,97601743,+
TSTD2,thiosulfate sulfurtransferase like domain containing 2,158427,9,97600080,97633368,-
NCBP1,nuclear cap binding protein subunit 1,4686,9,97633821,97673748,+
XPA,XPA-2C DNA damage recognition and repair factor,7507,9,97654398,97697403,-
FOXE1,forkhead box E1,2304,9,97853226,97856717,+
TRMO,tRNA methyltransferase O,51531,9,97896855,97922549,-
HEMGN,hemogen,55363,9,97926791,97944852,-
ANP32B,acidic nuclear phosphoprotein 32 family member B,10541,9,97983341,98015943,+
"NANS",N-acetylneuraminate synthase,54187,9,98056728,98083083,+
TRIM14,tripartite motif containing 14,9830,9,98072014,98119420,-
CORO2A,coronin 2A,7464,9,98120975,98192637,-
TBC1D2,TBC1 domain family member 2,55357,9,98198998,98255649,-
GABBR2,gamma-aminobutyric acid type B receptor subunit 2,9568,9,98288104,98708935,-
ANKS6,ankyrin repeat and sterile alpha motif domain containing 6,203286,9,98732009,98796555,-
GALNT12,polypeptide N-acetylgalactosaminyltransferase 12,79695,9,98807670,98850081,+
COL15A1,collagen type XV alpha 1 chain,1306,9,98943392,99070787,+
TGFBR1,transforming growth factor beta receptor 1,7046,9,99104038,99154192,+
ALG2,ALG2 alpha-1-2C3/1-2C6-mannosyltransferase,85365,9,99216425,99221942,-
SEC61B,SEC61 translocon subunit beta,10952,9,99222282,99230615,+
NR4A3,nuclear receptor subfamily 4 group A member 3,8013,9,99821885,99866893,+
STX17,syntaxin 17,55014,9,99906654,99974541,+
ERP44,endoplasmic reticulum protein 44,23071,9,99979185,100099000,-
INVS,inversin,27130,9,100099243,100302175,+
TEX10,testis expressed 10,54881,9,100302084,100352942,-
MSANTD3,Myb/SANT DNA binding domain containing 3,91283,9,100427143,100451734,+
MSANTD3-TMEFF1,MSANTD3-TMEFF1 readthrough,100526694,9,100441906,100577636,+
TMEFF1,transmembrane protein with EGF like and two follistatin like domains 1,8577,9,100473149,100577636,+
CAVIN4,caveolae associated protein 4,347273,9,100578079,100588389,+
PLPPR1,phospholipid phosphatase related 1,54886,9,101028727,101325135,+
BAAT,bile acid-CoA:amino acid N-acyltransferase,570,9,101360417,101385006,-
MRPL50,mitochondrial ribosomal protein L50,54534,9,101387633,101398618,-
ZNF189,zinc finger protein 189,7743,9,101398830,101410655,+
ALDOB,aldolase-2C fructose-bisphosphate B,229,9,101420560,101435774,-
PGAP4,post-GPI attachment to proteins GalNAc transferase 4,84302,9,101473163,101489195,-
RNF20,ring finger protein 20,56254,9,101533853,101563344,+
GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,116443,9,101569352,101738647,-
PPP3R2,protein phosphatase 3 regulatory subunit B-2C beta,5535,9,101591604,101594969,-
CYLC2,cylicin 2,1539,9,102995333,103018488,+
SMC2,structural maintenance of chromosomes 2,10592,9,104093760,104141419,+
OR13F1,olfactory receptor family 13 subfamily F member 1,138805,9,104504263,104505222,+
OR13C4,olfactory receptor family 13 subfamily C member 4,138804,9,104526253,104527209,-
OR13C3,olfactory receptor family 13 subfamily C member 3,138803,9,104535749,104536856,-
OR13C8,olfactory receptor family 13 subfamily C member 8,138802,9,104569168,104570130,+
OR13C5,olfactory receptor family 13 subfamily C member 5,138799,9,104598457,104599413,-
OR13C2,olfactory receptor family 13 subfamily C member 2,392376,9,104604671,104605627,-
OR13C9,olfactory receptor family 13 subfamily C member 9,286362,9,104617248,104618204,-
OR13D1,olfactory receptor family 13 subfamily D member 1,286365,9,104694518,104695462,+
NIPSNAP3A,nipsnap homolog 3A,25934,9,104747683,104760120,+
NIPSNAP3B,nipsnap homolog 3B,55335,9,104763741,104777764,+
ABCA1,ATP binding cassette subfamily A member 1,19,9,104781006,104928155,-
SLC44A1,solute carrier family 44 member 1,23446,9,105244608,105439775,+
FSD1L,fibronectin type III and SPRY domain containing 1 like,83856,9,105442183,105552433,+
FKTN,fukutin,2218,9,105558117,105655950,+
TAL2,TAL bHLH transcription factor 2,6887,9,105662457,105663124,+
TMEM38B,transmembrane protein 38B,55151,9,105694541,105776629,+
ZNF462,zinc finger protein 462,58499,9,106860154,107013634,+
RAD23B,RAD23 homolog B-2C nucleotide excision repair protein,5887,9,107283279,107332194,+
KLF4,Kruppel like factor 4,9314,9,107484852,107489769,-
ACTL7B,actin like 7B,10880,9,108854588,108855986,-
ACTL7A,actin like 7A,10881,9,108862266,108863756,+
ELP1,elongator acetyltransferase complex subunit 1,8518,9,108867517,108934135,-
ABITRAM,actin binding transcription modulator,54942,9,108934397,108950745,+
CTNNAL1,catenin alpha like 1,8727,9,108942569,109013535,-
TMEM245,transmembrane protein 245,23731,9,109015135,109119963,-
FRRS1L,ferric chelate reductase 1 like,23732,9,109130293,109167249,-
EPB41L4B,erythrocyte membrane protein band 4.1 like 4B,54566,9,109171974,109321059,-
PTPN3,protein tyrosine phosphatase non-receptor type 3,5774,9,109375694,109538395,-
PALM2AKAP2,PALM2 and AKAP2 fusion,445815,9,109640787,110172512,+
TXN,thioredoxin,7295,9,110243810,110256507,-
TXNDC8,thioredoxin domain containing 8,255220,9,110300900,110337887,-
SVEP1,sushi-2C von Willebrand factor type A-2C EGF and pentraxin domain containing 1,79987,9,110365248,110579741,-
MUSK,muscle associated receptor tyrosine kinase,4593,9,110668189,110806633,+
LPAR1,lysophosphatidic acid receptor 1,1902,9,110873252,111038998,-
OR2K2,olfactory receptor family 2 subfamily K member 2,26248,9,111327229,111330224,-
ECPAS,Ecm29 proteasome adaptor and scaffold,23392,9,111360685,111484383,-
ZNF483,zinc finger protein 483,158399,9,111525159,111578136,+
PTGR1,prostaglandin reductase 1,22949,9,111549722,111599855,-
DNAJC25-GNG10,DNAJC25-GNG10 readthrough,552891,9,111631334,111670226,+
DNAJC25,DnaJ heat shock protein family (Hsp40) member C25,548645,9,111631334,111654345,+
GNG10,G protein subunit gamma 10,2790,9,111661605,111670226,+
SHOC1,shortage in chiasmata 1,158401,9,111686171,111795949,-
UGCG,UDP-glucose ceramide glucosyltransferase,7357,9,111896766,111935369,+
SUSD1,sushi domain containing 1,64420,9,112040783,112175515,-
PTBP3,polypyrimidine tract binding protein 3,9991,9,112217715,112333669,-
HSDL2,hydroxysteroid dehydrogenase like 2,84263,9,112380052,112472410,+
KIAA1958,KIAA1958,158405,9,112486827,112669397,+
INIP,INTS3 and NABP interacting protein,58493,9,112683926,112718117,-
SNX30,sorting nexin family member 30,401548,9,112749723,112875847,+
SLC46A2,solute carrier family 46 member 2,57864,9,112878920,112895538,-
ZNF883,zinc finger protein 883,169834,9,112997120,113012192,-
ZFP37,ZFP37 zinc finger protein,7539,9,113038377,113056724,-
SLC31A2,solute carrier family 31 member 2,1318,9,113151007,113164140,+
FKBP15,FKBP prolyl isomerase family member 15,23307,9,113161006,113221325,-
SLC31A1,solute carrier family 31 member 1,1317,9,113221544,113264492,+
CDC26,cell division cycle 26,246184,9,113266992,113275579,-
PRPF4,pre-mRNA processing factor 4,9128,9,113275658,113292905,+
RNF183,ring finger protein 183,138065,9,113297093,113303877,-
WDR31,WD repeat domain 31,114987,9,113313222,113340326,-
BSPRY,B-box and SPRY domain containing,54836,9,113349541,113371233,+
HDHD3,haloacid dehalogenase like hydrolase domain containing 3,81932,9,113373416,113376986,-
ALAD,aminolevulinate dehydratase,210,9,113386312,113401301,-
POLE3,DNA polymerase epsilon 3-2C accessory subunit,54107,9,113407235,113410749,-
RGS3,regulator of G protein signaling 3,5998,9,113444730,113597738,+
ZNF618,zinc finger protein 618,114991,9,113876285,114056595,+
AMBP,alpha-1-microglobulin/bikunin precursor,259,9,114060127,114078300,-
KIF12,kinesin family member 12,113220,9,114091623,114100090,-
COL27A1,collagen type XXVII alpha 1 chain,85301,9,114154271,114312511,+
ORM1,orosomucoid 1,5004,9,114323098,114326479,+
ORM2,orosomucoid 2,5005,9,114329869,114333251,+
AKNA,AT-hook transcription factor,80709,9,114334149,114398498,-
WHRN,whirlin,25861,9,114402078,114505500,-
ATP6V1G1,ATPase H+ transporting V1 subunit G1,9550,9,114587769,114598879,+
TMEM268,transmembrane protein 268,203197,9,114603897,114646422,+
TEX53,testis expressed 53,105376230,9,114656304,114657805,-
TEX48,testis expressed 48,100505478,9,114666434,114682192,-
TNFSF15,TNF superfamily member 15,9966,9,114784635,114806039,-
TNFSF8,TNF superfamily member 8,944,9,114893343,114930674,-
TNC,tenascin C,3371,9,115019575,115118244,-
PAPPA,pappalysin 1,5069,9,116153752,116402321,+
ASTN2,astrotactin 2,23245,9,116423112,117415057,-
TRIM32,tripartite motif containing 32,22954,9,116687305,116701299,+
TLR4,toll like receptor 4,7099,9,117704403,117724735,+
BRINP1,BMP/retinoic acid inducible neural specific 1,1620,9,119166629,119369435,-
CDK5RAP2,CDK5 regulatory subunit associated protein 2,55755,9,120388875,120580167,-
MEGF9,multiple EGF like domains 9,1955,9,120600811,120714470,-
FBXW2,F-box and WD repeat domain containing 2,26190,9,120756974,120793440,-
B3GALT9,beta-1-2C3-galactosyltransferase 9,100288842,9,120793467,120801787,+
PSMD5,proteasome 26S subunit-2C non-ATPase 5,5711,9,120816053,120842922,-
PHF19,PHD finger protein 19,26147,9,120855651,120902160,-
TRAF1,TNF receptor associated factor 1,7185,9,120902393,120929171,-
C5,complement C5,727,9,120952335,121074865,-
CNTRL,centriolin,11064,9,121074892,121177610,+
RAB14,RAB14-2C member RAS oncogene family,51552,9,121178133,121201869,-
GSN,gelsolin,2934,9,121201483,121332844,+
STOM,stomatin,2040,9,121338987,121370250,-
GGTA1,glycoprotein alpha-galactosyltransferase 1 (inactive),2681,9,121444990,121499844,-
DAB2IP,DAB2 interacting protein,153090,9,121566883,121785530,+
TTLL11,tubulin tyrosine ligase like 11,158135,9,121815674,122093418,-
NDUFA8,"NADH:ubiquinone oxidoreductase subunit A8",4702,9,122132466,122159779,-
MORN5,MORN repeat containing 5,254956,9,122159908,122200083,+
LHX6,LIM homeobox 6,26468,9,122185626,122228957,-
RBM18,RNA binding motif protein 18,92400,9,122237622,122264840,-
MRRF,mitochondrial ribosome recycling factor,92399,9,122264882,122331337,+
PTGS1,prostaglandin-endoperoxide synthase 1,5742,9,122369906,122395703,+
OR1J2,olfactory receptor family 1 subfamily J member 2,26740,9,122448953,122580427,+
OR1J1,olfactory receptor family 1 subfamily J member 1,347168,9,122476958,122477926,-
OR1J4,olfactory receptor family 1 subfamily J member 4,26219,9,122519141,122520082,+
OR1N1,olfactory receptor family 1 subfamily N member 1,138883,9,122526358,122527293,-
OR1L8,olfactory receptor family 1 subfamily L member 8,138881,9,122546009,122583384,-
OR1N2,olfactory receptor family 1 subfamily N member 2,138882,9,122553112,122554214,+
OR1Q1,olfactory receptor family 1 subfamily Q member 1,158131,9,122614738,122615682,+
OR1B1,olfactory receptor family 1 subfamily B member 1,347169,9,122628069,122657626,-
OR1L1,olfactory receptor family 1 subfamily L member 1,26737,9,122661716,122662648,+
OR1L3,olfactory receptor family 1 subfamily L member 3,26735,9,122675130,122676104,+
OR1L4,olfactory receptor family 1 subfamily L member 4,254973,9,122723990,122724925,+
OR1L6,olfactory receptor family 1 subfamily L member 6,392390,9,122742303,122750783,+
OR5C1,olfactory receptor family 5 subfamily C member 1,392391,9,122788933,122789895,+
OR1K1,olfactory receptor family 1 subfamily K member 1,392392,9,122800123,122801073,+
PDCL,phosducin like,5082,9,122818097,122828588,-
RC3H2,ring finger and CCCH-type domains 2,54542,9,122844556,122905359,-
ZBTB6,zinc finger and BTB domain containing 6,10773,9,122908056,122913323,-
ZBTB26,zinc finger and BTB domain containing 26,57684,9,122915566,122931512,-
RABGAP1,RAB GTPase activating protein 1,23637,9,122931640,123104869,+
GPR21,G protein-coupled receptor 21,2844,9,123033635,123042751,+
STRBP,spermatid perinuclear RNA binding protein,55342,9,123109494,123268586,-
CRB2,crumbs cell polarity complex component 2,286204,9,123354065,123380326,+
DENND1A,DENN domain containing 1A,57706,9,123379658,123930158,-
LHX2,LIM homeobox 2,9355,9,124011759,124033301,+
NEK6,NIMA related kinase 6,10783,9,124257606,124353307,+
PSMB7,proteasome 20S subunit beta 7,5695,9,124353465,124415442,-
ADGRD2,adhesion G protein-coupled receptor D2,347088,9,124450451,124478580,+
NR5A1,nuclear receptor subfamily 5 group A member 1,2516,9,124481236,124507399,-
NR6A1,nuclear receptor subfamily 6 group A member 1,2649,9,124517275,124771311,-
OLFML2A,olfactomedin like 2A,169611,9,124777133,124814885,+
WDR38,WD repeat domain 38,401551,9,124853460,124857884,+
RPL35,ribosomal protein L35,11224,9,124857883,124861957,-
ARPC5L,actin related protein 2/3 complex subunit 5 like,81873,9,124862130,124877733,+
GOLGA1,golgin A1,2800,9,124878275,124941407,-
SCAI,suppressor of cancer cell invasion,286205,9,124942608,125143528,-
PPP6C,protein phosphatase 6 catalytic subunit,5537,9,125146573,125189803,-
RABEPK,Rab9 effector protein with kelch motifs,10244,9,125200493,125234161,+
HSPA5,heat shock protein family A (Hsp70) member 5,3309,9,125234853,125241343,-
GAPVD1,GTPase activating protein and VPS9 domains 1,26130,9,125261794,125367207,+
MAPKAP1,MAPK associated protein 1,79109,9,125437394,125707208,-
PBX3,PBX homeobox 3,5090,9,125747372,125967377,+
MVB12B,multivesicular body subunit 12B,89853,9,126326829,126507040,+
LMX1B,LIM homeobox transcription factor 1 beta,4010,9,126613928,126701032,+
ZBTB43,zinc finger and BTB domain containing 43,23099,9,126804072,126838210,+
ZBTB34,zinc finger and BTB domain containing 34,403341,9,126860639,126885878,+
RALGPS1,Ral GEF with PH domain and SH3 binding motif 1,9649,9,126914780,127223166,+
ANGPTL2,angiopoietin like 2,23452,9,127087348,127122684,-
GARNL3,GTPase activating Rap/RanGAP domain like 3,84253,9,127224471,127393660,+
SLC2A8,solute carrier family 2 member 8,29988,9,127397140,127407898,+
ZNF79,zinc finger protein 79,7633,9,127424382,127446289,+
RPL12,ribosomal protein L12,6136,9,127447674,127451406,-
LRSAM1,leucine rich repeat and sterile alpha motif containing 1,90678,9,127451486,127503501,+
NIBAN2,niban apoptosis regulator 2,64855,9,127505339,127579031,-
STXBP1,syntaxin binding protein 1,6812,9,127611912,127696029,+
PTRH1,peptidyl-tRNA hydrolase 1 homolog,138428,9,127691923,127715676,-
CFAP157,cilia and flagella associated protein 157,286207,9,127706988,127716002,+
TTC16,tetratricopeptide repeat domain 16,158248,9,127716064,127731590,+
TOR2A,torsin family 2 member A,27433,9,127731524,127735328,-
SH2D3C,SH2 domain containing 3C,10044,9,127738317,127778666,-
CDK9,cyclin dependent kinase 9,1025,9,127786034,127790792,+
FPGS,folylpolyglutamate synthase,2356,9,127802858,127814520,+
ENG,endoglin,2022,9,127815012,127854773,-
AK1,adenylate kinase 1,203,9,127866480,127885542,-
ST6GALNAC6,ST6 N-acetylgalactosaminide alpha-2-2C6-sialyltransferase 6,30815,9,127885321,127906764,-
ST6GALNAC4,ST6 N-acetylgalactosaminide alpha-2-2C6-sialyltransferase 4,27090,9,127907886,127917052,-
PIP5KL1,phosphatidylinositol-4-phosphate 5-kinase like 1,138429,9,127920881,127931958,-
DPM2,dolichyl-phosphate mannosyltransferase subunit 2-2C regulatory,8818,9,127935099,127937854,-
FAM102A,family with sequence similarity 102 member A,399665,9,127940582,127980989,-
"NAIF1",nuclear apoptosis inducing factor 1,203245,9,128061233,128067867,-
SLC25A25,solute carrier family 25 member 25,114789,9,128068200,128109245,+
PTGES2,prostaglandin E synthase 2,80142,9,128120693,128128440,-
LCN2,lipocalin 2,3934,9,128149453,128153453,+
BBLN,bublin coiled coil protein,79095,9,128159425,128163926,+
CIZ1,CDKN1A interacting zinc finger protein 1,25792,9,128166065,128204222,-
DNM1,dynamin 1,1759,9,128203379,128255244,+
GOLGA2,golgin A2,2801,9,128255829,128276007,-
SWI5,SWI5 homologous recombination repair protein,375757,9,128275356,128288989,+
TRUB2,TruB pseudouridine synthase family member 2,26995,9,128305159,128322447,-
COQ4,coenzyme Q4,51117,9,128322486,128334072,+
SLC27A4,solute carrier family 27 member 4,10999,9,128340516,128361470,+
URM1,ubiquitin related modifier 1,81605,9,128371319,128392016,+
CERCAM,cerebral endothelial cell adhesion molecule,51148,9,128405994,128437351,+
ODF2,outer dense fiber of sperm tails 2,4957,9,128455185,128501292,+
GLE1,GLE1 RNA export mediator,2733,9,128504692,128542292,+
SPTAN1,spectrin alpha-2C non-erythrocytic 1,6709,9,128552564,128633662,+
DYNC2I2,dynein 2 intermediate chain 2,89891,9,128633653,128656847,-
SET,SET nuclear proto-oncogene,6418,9,128683424,128696396,+
PKN3,protein kinase N3,29941,9,128702497,128720918,+
ZDHHC12,zinc finger DHHC-type palmitoyltransferase 12,84885,9,128720869,128724138,-
ZER1,zyg-11 related cell cycle regulator,10444,9,128729786,128772486,-
TBC1D13,TBC1 domain family member 13,54662,9,128787253,128810432,+
ENDOG,endonuclease G,2021,9,128818402,128822676,+
SPOUT1,SPOUT domain containing methyltransferase 1,51490,9,128819651,128833309,-
KYAT1,kynurenine aminotransferase 1,883,9,128832942,128882523,-
LRRC8A,leucine rich repeat containing 8 VRAC subunit A,56262,9,128882133,128918042,+
PHYHD1,phytanoyl-CoA dioxygenase domain containing 1,254295,9,128920982,128942041,+
DOLK,dolichol kinase,22845,9,128945530,128947603,-
NUP188,nucleoporin 188,23511,9,128947699,129007096,+
SH3GLB2,SH3 domain containing GRB2 like-2C endophilin B2,56904,9,129007036,129028331,-
MIGA2,mitoguardin 2,84895,9,129036605,129072082,+
DOLPP1,dolichyldiphosphatase 1,57171,9,129080988,129090438,+
CRAT,carnitine O-acetyltransferase,1384,9,129094794,129110793,-
PTPA,protein phosphatase 2 phosphatase activator,5524,9,129110949,129148946,+
IER5L,immediate early response 5 like,389792,9,129175552,129178261,-
NTMT1,N-terminal Xaa-Pro-Lys N-methyltransferase 1,28989,9,129608872,129636742,+
ASB6,ankyrin repeat and SOCS box containing 6,140459,9,129634605,129642151,-
PRRX2,paired related homeobox 2,51450,9,129665647,129722674,+
PTGES,prostaglandin E synthase,9536,9,129738349,129753042,-
TOR1B,torsin family 1 member B,27348,9,129803143,129811424,+
TOR1A,torsin family 1 member A,1861,9,129812942,129824136,-
